group,feature,scope,window_count,nonzero_count,nonzero_rate,mean,p50,p95,p99,max
mqtt_malformed,mqtt_packet_count,all_windows,2053,2010,0.9790550414028252,25.46712128592304,25.0,51.0,60.0,69.0
mqtt_malformed,mqtt_packet_count,windows_with_mqtt,2010,2010,1.0,26.01194029850746,25.0,51.0,60.0,69.0
mqtt_malformed,mqtt_packet_ratio,all_windows,2053,2010,0.9790550414028252,1.0186848514369191,1.0,2.04,2.4,2.76
mqtt_malformed,mqtt_packet_ratio,windows_with_mqtt,2010,2010,1.0,1.040477611940296,1.0,2.04,2.4,2.76
mqtt_malformed,mqtt_valid_count,all_windows,2053,1515,0.7379444715051144,7.186556259132976,2.0,26.399999999999864,36.0,60.0
mqtt_malformed,mqtt_valid_count,windows_with_mqtt,2010,1515,0.753731343283582,7.340298507462687,2.0,27.0,36.0,60.0
mqtt_malformed,mqtt_invalid_count,all_windows,2053,1430,0.6965416463711641,10.563078421821725,8.0,31.0,39.0,48.0
mqtt_malformed,mqtt_invalid_count,windows_with_mqtt,2010,1430,0.7114427860696517,10.789054726368159,9.0,31.0,39.0,48.0
mqtt_malformed,mqtt_incomplete_count,all_windows,2053,1413,0.6882610813443741,7.717486604968339,6.0,20.0,22.0,23.0
mqtt_malformed,mqtt_incomplete_count,windows_with_mqtt,2010,1413,0.7029850746268657,7.882587064676617,7.0,20.0,22.0,23.0
mqtt_malformed,mqtt_invalid_ratio,all_windows,2053,1430,0.6965416463711641,0.33794129226882763,0.42857142857142855,0.6666666666666666,0.75,1.0
mqtt_malformed,mqtt_invalid_ratio,windows_with_mqtt,2010,1430,0.7114427860696517,0.3451708821034344,0.43478260869565216,0.6666666666666666,0.75,1.0
mqtt_malformed,mqtt_incomplete_ratio,all_windows,2053,1413,0.6882610813443741,0.26328465409814383,0.3148148148148148,0.5796264855687604,0.7142857142857143,1.0
mqtt_malformed,mqtt_incomplete_ratio,windows_with_mqtt,2010,1413,0.7029850746268657,0.26891711187238276,0.32432432432432434,0.5806451612903226,0.7142857142857144,1.0
