pcap_path,filename,source,split,binary_label,attack_family,attack_type,profiling_type,profiling_variant,device,capture_session,file_size_manifest,file_size_bytes,parse_success,open_error,linktype,packet_count,total_frame_bytes,min_frame_length,max_frame_length,mean_frame_length,ok_count,partial_count,unsupported_count,malformed_count,error_count,ipv4_count,ipv6_count,arp_count,llc_count,tcp_count,udp_count,icmp_count,icmpv6_count,igmp_count,vlan_count,first_timestamp,last_timestamp,min_timestamp,max_timestamp,capture_order_duration,capture_timestamp_span,duplicate_timestamp_count,negative_delta_count,non_monotonic_timestamp_count,warnings,hard_failures,audit_strategy_version
data/raw/WiFI_and_MQTT/attacks/pcap/test/ARP_Spoofing_test.pcap,ARP_Spoofing_test.pcap,attacks,test,ATTACK,Spoofing,ARP_Spoofing,,,,ARP_Spoofing,7949717,7949717,True,,1,17463,7670285,42,1514,439.230659107828,17462,0,1,0,0,17249,27,185,1,5208,12067,0,1,0,0,1694027470.782885,1694027700.39306,1694027470.782885,1694027700.39306,229.61017489433289,229.61017489433289,3301,0,3301,file:unsupported_present;file:timestamp_duplicate,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/Benign_test.pcap,Benign_test.pcap,attacks,test,BENIGN,,,,,,Benign,98059593,98059593,True,,1,377536,92018993,42,1514,243.73567818698083,377476,0,60,0,0,369315,1461,6693,7,311773,58869,7,77,50,0,1694694254.461693,1694708460.253298,1694694254.461693,1694708460.253298,14205.791604995728,14205.791604995728,745,15,760,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/MQTT-DDoS-Connect_Flood_test.pcap,MQTT-DDoS-Connect_Flood_test.pcap,attacks,test,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,354547102,354547102,True,,1,4189922,287508326,42,1474,68.61901629672343,4189922,0,0,0,0,4189855,11,56,0,4189750,115,0,1,0,0,1693340875.76712,1693341000.509879,1693340875.76712,1693341000.509879,124.74275922775269,124.74275922775269,2117561,12196,2129757,file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/MQTT-DDoS-Publish_Flood_test.pcap,MQTT-DDoS-Publish_Flood_test.pcap,attacks,test,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,331111229,331111229,True,,1,840207,317667893,42,1514,378.0828926681163,840206,0,1,0,0,840070,19,117,0,839943,145,0,1,0,0,1693339546.221156,1693339680.340611,1693339546.221156,1693339680.340611,134.11945509910583,134.11945509910583,319197,803,320000,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/MQTT-DoS-Connect_Flood_test.pcap,MQTT-DoS-Connect_Flood_test.pcap,attacks,test,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,27166717,27166717,True,,1,312927,22159861,42,1514,70.81479386566195,312925,0,2,0,0,312799,14,112,0,312607,206,0,0,0,0,1693247578.319242,1693247820.42841,1693247578.319242,1693247820.42841,242.10916805267334,242.10916805267334,81169,285,81454,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/MQTT-DoS-Publish_Flood_test.pcap,MQTT-DoS-Publish_Flood_test.pcap,attacks,test,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,236949368,236949368,True,,1,849206,223362048,42,1514,263.0245758979564,849205,0,1,0,0,849143,6,56,0,849050,99,0,0,0,0,1693330080.443891,1693330200.734988,1693330080.443891,1693330200.734988,120.29109692573547,120.29109692573547,314211,2128,316339,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/MQTT-Malformed_Data_test.pcap,MQTT-Malformed_Data_test.pcap,attacks,test,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,8570468,8570468,True,,1,17470,8290924,42,1514,474.5806525472238,17470,0,0,0,0,17280,8,182,0,17102,186,0,0,0,0,1693233980.407346,1693234200.799712,1693233980.407346,1693234200.799712,220.3923659324646,220.3923659324646,4838,0,4838,file:timestamp_duplicate,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/Recon-OS_Scan_test.pcap,Recon-OS_Scan_test.pcap,attacks,test,ATTACK,Recon,OS_Scan,,,,OS_Scan,3455426,3455426,True,,1,38364,2841578,42,1514,74.06886664581378,38363,0,1,0,0,38181,31,150,1,37617,410,175,5,5,0,1694104462.519285,1694104680.356904,1694104462.519285,1694104680.356904,217.8376190662384,217.8376190662384,14028,13,14041,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/Recon-Ping_Sweep_test.pcap,Recon-Ping_Sweep_test.pcap,attacks,test,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,161541,161541,True,,1,1852,131885,60,933,71.2122030237581,1852,0,0,0,0,595,0,1257,0,538,21,36,0,0,0,1694105430.736417,1694105460.481408,1694105430.736417,1694105460.481408,29.744991064071655,29.744991064071655,9,0,9,file:timestamp_duplicate,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/Recon-Port_Scan_test.pcap,Recon-Port_Scan_test.pcap,attacks,test,ATTACK,Recon,Port_Scan,,,,Port_Scan,20947253,20947253,True,,1,226233,17327501,42,1514,76.59139471253089,226233,0,0,0,0,226091,25,116,1,215603,10513,0,0,0,0,1694102611.205863,1694102760.44558,1694102611.205863,1694102760.44558,149.23971700668335,149.23971700668335,108369,112,108481,file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/Recon-VulScan_test.pcap,Recon-VulScan_test.pcap,attacks,test,ATTACK,Recon,VulScan,,,,VulScan,1216962,1216962,True,,1,10366,1051082,42,1514,101.39706733551996,10365,0,1,0,0,10183,30,151,1,9610,602,0,1,0,0,1694532806.452474,1694533194.848397,1694532806.452474,1694533194.848397,388.3959228992462,388.3959228992462,1203,533,1736,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-ICMP1_test.pcap,TCP_IP-DDoS-ICMP1_test.pcap,attacks,test,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,1186157315,1186157315,True,,1,15394832,939839979,42,1514,61.04905717710982,15394831,0,1,0,0,15390560,53,4203,15,31474,1221,15357917,1,0,0,1694019633.795036,1694020260.409491,1694019633.795036,1694020260.409491,626.6144549846649,626.6144549846649,7701701,3717,7705418,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-ICMP2_test.pcap,TCP_IP-DDoS-ICMP2_test.pcap,attacks,test,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,1495000433,1495000433,True,,1,19560366,1182034553,42,1514,60.43008361908974,19560363,0,3,0,0,19559749,64,550,0,20136,696,19538958,12,11,0,1693943378.270438,1694019633.795036,1693943378.270438,1694019633.795036,76255.52459812164,76255.52459812164,10022437,2970,10025407,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-SYN_test.pcap,TCP_IP-DDoS-SYN_test.pcap,attacks,test,ATTACK,DDoS,DDoS_SYN,,,,DDoS_SYN,1349298819,1349298819,True,,1,17233425,1073563995,42,1514,62.295451716649474,17233418,0,7,0,0,17225143,157,8103,15,17221347,3626,301,16,10,0,1693928609.809045,1693930560.173119,1693928609.809045,1693930560.173119,1950.3640739917755,1950.3640739917755,8832728,35104,8867832,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-TCP_test.pcap,TCP_IP-DDoS-TCP_test.pcap,attacks,test,ATTACK,DDoS,DDoS_TCP,,,,DDoS_TCP,1399714892,1399714892,True,,1,18252695,1107671748,42,1514,60.68538087115355,18252688,0,7,0,0,18250012,95,2578,3,18248265,1654,166,12,10,0,1693922574.980618,1693923600.082412,1693922574.980618,1693923600.082412,1025.1017940044403,1025.1017940044403,9162649,17357,9180006,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP1_test.pcap,TCP_IP-DDoS-UDP1_test.pcap,attacks,test,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_1,1576000024,1576000024,True,,1,20557509,1247079856,42,1514,60.66298480034716,20557506,0,3,0,0,20556411,81,992,22,24666,20530622,1167,37,0,0,1693937349.443722,1693937923.616378,1693937349.443722,1693937923.616378,574.1726560592651,574.1726560592651,11256827,2982,11259809,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DDoS-UDP2_test.pcap,TCP_IP-DDoS-UDP2_test.pcap,attacks,test,ATTACK,DDoS,DDoS_UDP,,,,DDoS_UDP_2,1215541422,1215541422,True,,1,15635442,965374326,42,1514,61.742694961869326,15635441,0,1,0,0,15633907,74,1449,11,37958,15595547,432,25,19,0,1693937923.616378,1693938359.904476,1693937923.616378,1693938359.904476,436.28809785842896,436.28809785842896,8113066,1380,8114446,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-ICMP_test.pcap,TCP_IP-DoS-ICMP_test.pcap,attacks,test,ATTACK,DoS,DoS_ICMP,,,,DoS_ICMP,773170088,773170088,True,,1,9839293,615741376,38,1514,62.57983942545465,9839288,0,5,0,0,9836833,132,2318,5,55506,1481,9779957,11,10,0,1693591021.151104,1693593719.686596,1693591021.151104,1693593719.686596,2698.5354919433594,2698.5354919433594,4611092,23,4611115,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-SYN_test.pcap,TCP_IP-DoS-SYN_test.pcap,attacks,test,ATTACK,DoS,DoS_SYN,,,,DoS_SYN,749546727,749546727,True,,1,9854644,591872399,42,1514,60.060251694531026,9854643,0,1,0,0,9854201,44,291,107,9853667,562,0,16,0,0,1693494698.199676,1693495140.462959,1693494698.199676,1693495140.462959,442.2632830142975,442.2632830142975,3938301,73570,4011871,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-TCP_test.pcap,TCP_IP-DoS-TCP_test.pcap,attacks,test,ATTACK,DoS,DoS_TCP,,,,DoS_TCP,647511014,647511014,True,,1,8206400,516208590,42,1514,62.903171914603234,8206398,0,2,0,0,8206110,43,245,0,8205637,514,0,2,0,0,1693419578.769855,1693420080.274247,1693419578.769855,1693420080.274247,501.50439190864563,501.50439190864563,2943540,9953,2953493,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/test/TCP_IP-DoS-UDP_test.pcap,TCP_IP-DoS-UDP_test.pcap,attacks,test,ATTACK,DoS,DoS_UDP,,,,DoS_UDP,1049509322,1049509322,True,,1,13749514,829517074,42,1514,60.33064688686451,13749510,0,4,0,0,13748543,68,888,11,19571,13728450,575,10,5,0,1693577745.89509,1693583640.309201,1693577745.89509,1693583640.309201,5894.414110898972,5894.414110898972,6584636,329,6584965,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/ARP_Spoofing_train.pcap,ARP_Spoofing_train.pcap,attacks,train,ATTACK,Spoofing,ARP_Spoofing,,,,ARP_Spoofing,80000193,80000193,True,,1,160614,77430345,42,1514,482.08963726698795,160605,0,9,0,0,155977,172,4451,5,83988,72080,63,18,0,0,1694021280.240978,1694027470.782845,1694021280.240978,1694027470.782845,6190.541867017746,6190.541867017746,33339,0,33339,file:unsupported_present;file:timestamp_duplicate,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Benign_train.pcap,Benign_train.pcap,attacks,train,BENIGN,,,,,,Benign,395000451,395000451,True,,1,1935680,364029547,42,1514,188.06287557860804,1935340,0,340,0,0,1888141,8144,39000,55,1745614,149711,203,465,292,0,1694614860.354327,1694694254.461535,1694614860.354327,1694694254.461535,79394.10720801353,79394.10720801353,43881,1032,44913,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Connect_Flood_train.pcap,MQTT-DDoS-Connect_Flood_train.pcap,attacks,train,ATTACK,MQTT,MQTT_DDoS_Connect_Flood,,,,MQTT_DDoS_Connect_Flood,1474000046,1474000046,True,,1,17295946,1197264886,42,1514,69.22228399649259,17295945,0,1,0,0,17295550,49,346,0,17295068,530,0,1,0,0,1693340340.198349,1693340875.76712,1693340340.198349,1693340875.76712,535.5687708854675,535.5687708854675,8583988,57419,8641407,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DDoS-Publish_Flood_train.pcap,MQTT-DDoS-Publish_Flood_train.pcap,attacks,train,ATTACK,MQTT,MQTT_DDoS_Publish_Flood,,,,MQTT_DDoS_Publish_Flood,1556000060,1556000060,True,,1,2754292,1511931364,42,1514,548.9364831325074,2754290,0,2,0,0,2754003,38,249,0,2753549,492,0,0,0,0,1693339020.157146,1693339546.221046,1693339020.157146,1693339546.221046,526.0638999938965,526.0638999938965,987944,3916,991860,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Connect_Flood_train.pcap,MQTT-DoS-Connect_Flood_train.pcap,attacks,train,ATTACK,MQTT,MQTT_DoS_Connect_Flood,,,,MQTT_DoS_Connect_Flood,110000019,110000019,True,,1,1276947,89568843,42,1474,70.14296051441445,1276947,0,0,0,0,1276679,45,223,0,1276314,399,0,6,5,0,1693247160.179689,1693247578.319241,1693247160.179689,1693247578.319241,418.13955211639404,418.13955211639404,380689,3095,383784,file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-DoS-Publish_Flood_train.pcap,MQTT-DoS-Publish_Flood_train.pcap,attacks,train,ATTACK,MQTT,MQTT_DoS_Publish_Flood,,,,MQTT_DoS_Publish_Flood,1228000128,1228000128,True,,1,4431579,1157094840,42,1514,261.1021579441549,4431577,0,2,0,0,4431214,44,318,1,4430737,519,0,2,0,0,1693329540.179304,1693330080.443046,1693329540.179304,1693330080.443046,540.2637422084808,540.2637422084808,1682672,14826,1697498,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/MQTT-Malformed_Data_train.pcap,MQTT-Malformed_Data_train.pcap,attacks,train,ATTACK,MQTT,MQTT_Malformed_Data,,,,MQTT_Malformed_Data,34000023,34000023,True,,1,51332,33178687,42,1514,646.3548468791397,51331,0,1,0,0,50997,45,289,0,50546,495,1,0,0,0,1693233540.548745,1693233980.400352,1693233540.548745,1693233980.400352,439.8516070842743,439.8516070842743,18488,6,18494,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-OS_Scan_train.pcap,Recon-OS_Scan_train.pcap,attacks,train,ATTACK,Recon,OS_Scan,,,,OS_Scan,14000021,14000021,True,,1,168400,11305597,42,1514,67.13537410926365,168397,0,3,0,0,167553,91,752,1,165678,1334,620,7,5,0,1694103600.101458,1694104462.519283,1694103600.101458,1694104462.519283,862.4178249835968,862.4178249835968,57348,81,57429,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Ping_Sweep_train.pcap,Recon-Ping_Sweep_train.pcap,attacks,train,ATTACK,Recon,Ping_Sweep,,,,Ping_Sweep,644273,644273,True,,1,7406,525753,42,1474,70.99014312719417,7404,0,2,0,0,2126,9,5269,0,1908,99,128,0,0,0,1694105340.104079,1694105430.736416,1694105340.104079,1694105430.736416,90.63233709335327,90.63233709335327,57,1,58,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-Port_Scan_train.pcap,Recon-Port_Scan_train.pcap,attacks,train,ATTACK,Recon,Port_Scan,,,,Port_Scan,81000046,81000046,True,,1,839912,67561430,42,1514,80.43870072102791,839908,0,4,0,0,838661,134,1112,1,799221,39530,20,14,10,0,1694100000.378207,1694102611.205861,1694100000.378207,1694102611.205861,2610.8276541233063,2610.8276541233063,361557,475,362032,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/Recon-VulScan_train.pcap,Recon-VulScan_train.pcap,attacks,train,ATTACK,Recon,VulScan,,,,VulScan,5000071,5000071,True,,1,21747,4652095,54,1514,213.91893134685245,21746,0,1,0,0,21674,16,55,1,14434,7218,28,5,5,0,1694532486.484113,1694532806.450869,1694532486.484113,1694532806.450869,319.966756105423,319.966756105423,5540,9,5549,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP1_train.pcap,TCP_IP-DDoS-ICMP1_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_1,1495000075,1495000075,True,,1,19486169,1183221347,42,1514,60.72108617142754,19486167,0,1,1,0,19484793,56,1299,19,26987,633,19457224,5,0,0,1693938986.003698,1693939620.565791,1693938986.003698,1693939620.565791,634.5620927810669,634.5620927810669,9666298,1353,9667651,file:malformed_present;file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP2_train.pcap,TCP_IP-DDoS-ICMP2_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_2,1495000031,1495000031,True,,1,19475470,1183392487,42,1514,60.763231233957384,19475467,0,3,0,0,19474698,37,715,17,22590,451,19451674,10,10,0,1693939620.565791,1693939902.965087,1693939620.565791,1693939902.965087,282.39929604530334,282.39929604530334,10376201,7514,10383715,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP3_train.pcap,TCP_IP-DDoS-ICMP3_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_3,1495000043,1495000043,True,,1,18963740,1191580179,42,1514,62.834661253529106,18963739,0,1,0,0,18963223,39,476,1,39404,72425,18851431,2,0,0,1693939902.965087,1693940461.080129,1693939902.965087,1693940461.080129,558.1150419712067,558.1150419712067,11912066,3717,11915783,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP4_train.pcap,TCP_IP-DDoS-ICMP4_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_4,1495000009,1495000009,True,,1,19266601,1186734369,42,1514,61.59541939961283,19266598,0,3,0,0,19265903,46,629,20,28348,40851,19196749,1,0,0,1693940461.080129,1693940996.362122,1693940461.080129,1693940996.362122,535.2819931507111,535.2819931507111,11770241,2482,11772723,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP5_train.pcap,TCP_IP-DDoS-ICMP5_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_5,1495000034,1495000034,True,,1,19496250,1183060010,42,1514,60.68141360518048,19496249,0,1,0,0,19495447,34,740,28,22432,563,19472485,1,0,0,1693940996.362122,1693941384.831815,1693940996.362122,1693941384.831815,388.46969294548035,388.46969294548035,11159266,2028,11161294,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
data/raw/WiFI_and_MQTT/attacks/pcap/train/TCP_IP-DDoS-ICMP6_train.pcap,TCP_IP-DDoS-ICMP6_train.pcap,attacks,train,ATTACK,DDoS,DDoS_ICMP,,,,DDoS_ICMP_6,1495000034,1495000034,True,,1,19080009,1189719866,42,1514,62.35426125847215,19080008,0,1,0,0,19078528,56,1408,16,59583,2449,19016552,0,0,0,1693941384.831843,1693942039.115173,1693941384.831843,1693942039.115173,654.2833302021027,654.2833302021027,10209991,840,10210831,file:unsupported_present;file:timestamp_duplicate;file:timestamp_reversal,,phase1b2_v1
